2013 10 1356
2013 11 1490
2013 12 1167
2014 1 1367
2014 2 1714
2014 3 2318
2014 4 2629
2014 5 2823
2014 6 2733
2014 7 3316
2014 8 3479
2014 9 3388
2014 10 3263
2014 11 3069
2014 12 2220
2015 1 1653
2015 2 3115
2015 3 3961
2015 4 4514
2015 5 4644
